RAP	MSU	Gramene	Symbol	GO	TO	PO
Os01g0134500	LOC_Os01g04260.1	Na	 Dwarf 7,OsSTE1, OsDWF7,_,Sterol methyltransferase 1	GO:0016126,GO:0006633,GO:0005506,GO:0016021,GO:0000248	Na	Na
Os06g0526600	LOC_Os06g33520.1	Na	 OsABP helicase, OsRH31,OsABP,ATP-binding protein, DEAD-box ATP-dependent RNA helicase 31, RNA helicase 31,_, DEAD-box helicase ATP-binding protein	GO:0005524,GO:0008026,GO:0009507,GO:0003723	Na	Na
Os07g0421000 	LOC_Os07g23900.1	Na	 OsFbox369, Os_F0191, F-box protein 369,_,F-box domain containing protein 234,OsFBX234	Na	Na	Na
Os06g0612200	LOC_Os06g40950.1	Na	_,RPA1 subunit of RNA polymerase I, RNA polymerase I  RPA1 subunit	GO:0005634,GO:0006351,GO:0003899,GO:0008270,GO:0003677	Na	Na
Os01g0618500	LOC_Os01g43130.1	Na	 RNA helicase 26,DEAD-box ATP-dependent RNA helicase 26,OsRH26,_	GO:0009651,GO:0009414,GO:0009507,GO:0008026,GO:0005524,GO:0003723,GO:0009409	Na	Na
Os01g0618400	LOC_Os01g43120.1	Na	 RH25,OsRH25,DEAD-box ATP-dependent RNA helicase 25, RNA helicase 25,_	GO:0005524,GO:0009409,GO:0003723,GO:0008026	TO:0000303	Na
Os05g0353400	LOC_Os05g28510.4, LOC_Os05g28510.3, LOC_Os05g28510.2, LOC_Os05g28510.1	Na	 importin beta 1, importin beta1,OsImpbeta1,osimpbeta1, osimpbeta1-1, osimpbeta1-2, importin beta, OsImp beta 1,_,beta subunit of importin	GO:0006913,GO:0008565,GO:0006886,GO:0005643	Na	Na
Os05g0557800	LOC_Os05g48410.1	Na	chloroplast precursor of 50S ribosomal protein L21,_, chloroplast 50S ribosomal protein L21	GO:0000741,GO:0009567,GO:0009553,GO:0003735,GO:0003723,GO:0005840,GO:0005739,GO:0006412,GO:0009555	Na	Na
Os01g0841600 	LOC_Os01g62420.4, LOC_Os01g62420.3, LOC_Os01g62420.2, LOC_Os01g62420.1	Na	triose phosphate isomerase, stress and methylglyoxal inducible triose phosphate isomerase,OscTPI,_	GO:0005739,GO:0004807,GO:0005507,GO:0005773,GO:0005886,GO:0009570,GO:0005618,GO:0048046,GO:0010043,GO:0009651,GO:0046686,GO:0006096,GO:0044262	Na	Na
Os03g0610650	LOC_Os03g41419.1	Na	 Serpin-ZXA, OsSPN,OsSerpin, OrysaZxa,_,OsSRP-LRS	GO:0004867,GO:0030162	Na	Na
Os11g0222200	LOC_Os11g11500.1	Na	non-inhibitory serpin-Z9, OrysaZ9,_,OsSRP-PLP	GO:0030162,GO:0004867	Na	Na
Os01g0267300	LOC_Os01g16200.1	Na	serpin-Z12,_, OrysaZ12,OsSRP-QKG	GO:0004867,GO:0030162	Na	Na
Os01g0765400	LOC_Os01g56010.1	Na	_,Serpin-Z1,OsSRP-LGC, OrysaZ1	GO:0030162,GO:0004867	Na	Na
Os03g0610800	LOC_Os03g41438.1	Na	OsSRP-FRS,Serpin-ZXB,_, OrysaZxb	GO:0004867,GO:0030162	Na	Na
Os04g0533700	LOC_Os04g45110.1	Na	OsSRP-PTY, OrysaZ10,_,non-inhibitory serpin-10	GO:0004867	Na	Na
Os11g0231200	LOC_Os11g12460.1	Na	 OrysaZ6c,OsSRP-FAS,_,serpin-Z6C	GO:0004867	Na	Na
Os11g0239200	LOC_Os11g13540.1	Na	 OrysaZ2b,Serpin-Z2B,_,OsSRP-FLC	GO:0004867	Na	Na
Os04g0533800	LOC_Os04g45120.1	Na	OsSRP-PGY, OrysaZ11,non-inhibitory serpin-Z11,_	GO:0004867	Na	Na
Os11g0232000	LOC_Os11g12520.1	Na	serpin-Z5, OrysaZ5,_,OsSRP-GMS	GO:0004867	Na	Na
Os11g0239000	LOC_Os11g13530.1	Na	Serpin-Z2A,OsSRP-LLS, OrysaZ2a,_	GO:0004867	Na	Na
Os11g0230400	LOC_Os11g12410.1	Na	_, OrysaZ6a,serpin-Z6A,OsSRP-GAA	GO:0004867	Na	Na
Os11g0230700	LOC_Os11g12420.1	Na	OsSRP-GRA,Serpin-Z6B, OrysaZ6b,_	GO:0004867	Na	Na
Os11g0224800	LOC_Os11g11760.1	Na	 OrysaZ8,serpin-Z8,OsSRP-PSG,_	GO:0004867	Na	Na
Os03g0815700	LOC_Os03g60110.1	Na	 SPIN1,Spin1,SPL11-interacting protein1, SPL11-interacting protein 1,_	GO:0003677,GO:0048577,GO:0048579,GO:0005634,GO:0009908,GO:0003723	TO:0002616	Na
Os04g0618700	LOC_Os04g52780.1	Na	 OsFLS2,Os-FLS2, FLS2,_,flagellin sensitive2	GO:0002221,GO:0032490,GO:0004674,GO:0005524	TO:0000315	Na
Os03g0782500	LOC_Os03g56950.1, LOC_Os03g56950.2, LOC_Os03g56950.3, LOC_Os03g56950.4, LOC_Os03g56950.5, LOC_Os03g56950.6, LOC_Os03g56950.7	Na	 OsbHLH152,PIL13, basic helix-loop-helix protein 152, PIF-like gene 1, OsPIF7, OsPIL13,OsPIL1,phytochrome-interacting factor-like protein 1, PIF7,_, PHYTOCHROME INTERACTING FACTOR-LIKE 13, bHLH152, Phytochrome-interacting factor 7	GO:0009414,GO:0003677,GO:0009628	TO:0002616,TO:0000164,TO:0000168,TO:0000276	Na
Os02g0329800	LOC_Os02g22380.1	Na	XAX1,xylosyl arabinosyl substitution of xylan 1, OsXAX1,xax1,_	GO:0045492,GO:0016757	TO:0002649	Na
Os11g0176200	LOC_Os11g07500.2, LOC_Os11g07500.1	Na	_,DOB1/SK12/helY-like DEAD-box Helicase,OsDSHCT	GO:0010093,GO:0005524,GO:0008026,GO:0003676	Na	Na
Os04g0486800	LOC_Os04g40970.1	Na	_,OsDBH,DEAD-Box Helicase	GO:0008026,GO:0006310,GO:0003676,GO:0005524	Na	Na
Na	Na	Na	MIR414,miR414,MICRORNA414, osa-MIR414	GO:0016442,GO:0006379,GO:0035068,GO:0035195	Na	Na
Na	Na	Na	MICRORNA408, OsMIR408,miR408,MIR408, osa-MIR408osa-miR408 osa-miR408-3p osa-miR408-5p	GO:0035195,GO:0016442,GO:0035068,GO:0006379	TO:0000429	Na
Na	Na	Na	MICRORNA164E,MIR164E,miR164e, osa-MIR164e, osa-miRNA164e,MICRORNA164e	GO:0006379,GO:0035068,GO:0016442,GO:0035195	Na	Na
Na	Na	Na	_,DDX46,ATP-dependent RNA helicase DDX46	GO:0003723,GO:0008026,GO:0005524	Na	Na
Os03g0669000	LOC_Os03g46610.2, LOC_Os03g46610.1	Na	 RNA helicase 10,DDX47,togr1, togr1-1, togr1-2, togr1-3, togr1-4,ATP-dependent RNA helicase DDX47, OsRH10,THERMOTOLERANT GROWTH REQUIRED1, thermotolerant growth required1,TOGR1	GO:0007623,GO:0006364,GO:0005730,GO:0003723,GO:0005524,GO:0008026,GO:0034337,GO:0009408	TO:0000259,TO:0000207	Na
Os08g0159900	LOC_Os08g06344.3, LOC_Os08g06344.2, LOC_Os08g06344.1	Na	PRP5, RNA helicase 42,Pre-mRNA-processing ATP-dependent RNA helicase PRP5, OsRH42,_	GO:0005524,GO:0008026,GO:0003723	Na	Na
Os01g0767700	LOC_Os01g56190.1	Na	RNAhA,_,RNA helicase A	GO:0003676,GO:0008026,GO:0005524	Na	Na
Os02g0650800	LOC_Os02g43460.1	Na	_,ATP-dependent helicase CTD2,CTD2	Na	Na	Na
Os07g0184900	LOC_Os07g08729.1	Na	 Ku70,KU70,OsKu70,rice homolog of Ku70,osku70, osku70-1, osku70-2, ku70, Ku70 homolog,_	GO:0006281,GO:0032502,GO:0042162,GO:0009408,GO:0006310,GO:0006303,GO:0043564,GO:0000723,GO:0003684,GO:0003690,GO:0004003,GO:0005524	TO:0000168,TO:0000485,TO:0000357	Na
Os03g0856200	LOC_Os03g63920.1, LOC_Os03g63910.1	Na	KU80, Ku80,OsKu80,rice homolog of Ku80,_	GO:0043564,GO:0042162,GO:0009408,GO:0000723,GO:0003684,GO:0003690,GO:0004003,GO:0005524,GO:0006303,GO:0006310	Na	Na
Os04g0606450	LOC_Os04g51700.1	Na	 rice homolog of Lig4, Lig4,DNA ligase 4,OsLig4,_	GO:0006260,GO:0046872,GO:0005634,GO:0003677,GO:0005524,GO:0003910,GO:0051103,GO:0006310	Na	Na
Os05g0512000 	LOC_Os05g43610.1	Na	_,OsBRCA1	GO:0005634,GO:0006281,GO:0008270,GO:0003677	Na	Na
Os01g0164900 	LOC_Os01g07110.1	Na	_,OsBRCA2	GO:0006302	Na	Na
Os04g0635900	LOC_Os04g54340.1	Na	MRE11,_, OsMRE11	GO:0004519,GO:0004527,GO:0030145,GO:0007126,GO:0006302,GO:0005634	Na	Na
Os01g0948100 	LOC_Os01g71960.1	Na	 OsMUS81alpha, OsMUS81beta, ERCC4,OsMUS81,_	GO:0000794,GO:0000724,GO:0004519,GO:0003677,GO:0006312,GO:0007067,GO:0046872,GO:0051026,GO:0051301	Na	Na
Os02g0497500 	LOC_Os02g29464.1	Na	RAD50,_,Rad50	GO:0008270,GO:0004518,GO:0006312,GO:0006302,GO:0016233,GO:0030870,GO:0005737,GO:0005524	Na	Na
Os01g0578000  	LOC_Os01g39630.2, LOC_Os01g39630.1	Na	 Radiation sensitive51C, RAD51C-1, Radiation sensitive 51C,DNA repair protein RAD51C,OsRAD51C,Osrad51c, rad51c, RAD51C-2,RAD51C,DNA REPAIR PROTEIN RAD51C, OsRad51C, RAD51C-3	GO:0010332,GO:0045002,GO:0045003,GO:0016444,GO:0008094,GO:0000724,GO:0003677,GO:0005524,GO:0007131,GO:0007140,GO:0007143,GO:0006302	TO:0000161	Na
Os09g0104200 	LOC_Os09g01680.3, LOC_Os09g01680.2, LOC_Os09g01680.1	Na	DNA REPAIR PROTEIN RAD51D, OsRad51D, OsRAD51D.2, OsRAD51D.3,OsRAD51D, OsRAD51D.1,RAD51D,DNA repair protein RAD51D,osrad51d, rad51d	GO:0000723,GO:0022414,GO:0010332,GO:0045002,GO:0045003,GO:0006302,GO:0007126	TO:0000079,TO:0000485,TO:0000225,TO:0000161	Na
Os02g0762800 	LOC_Os02g52510.1	Na	 OsRad54,OsRAD54,DNA repair protein RAD54,RAD54,DNA REPAIR PROTEIN RAD54	GO:0005524,GO:0004386,GO:0051301,GO:0000724,GO:0003677,GO:0010332,GO:0007067,GO:0005634	Na	Na
Os04g0433800 	LOC_Os04g35420.1	Na	 Mediator 34_1, RecQl4,osrecql4, osrecql4-1, osrecql4-2, Med34_1,_,OsRecQl4, OsMed34_1,RecQ like protein 4	GO:0006281,GO:0006260,GO:0043140	Na	Na
Os01g0273000 	LOC_Os01g16640.1	Na	 SEM1, DSS1,_,DSS1/SEM1	Na	Na	Na
Os02g0562100 	LOC_Os02g35450.1	Na	 OsXRCC3,XRCC3,_,xrcc3	GO:0008094,GO:0045003,GO:0003684,GO:0006281,GO:0005524,GO:0006302	Na	Na
Os01g0785400	LOC_Os01g57610.1	Na	lc1-D,LEAF INCLINATION1, GH3-1, OsLC1,OsGH3-1, GH3.1, OsGH3.1,LC1,LEAF INCLINATION 1	GO:0009651,GO:0009416,GO:0009733,GO:0016874,GO:0009734,GO:0016132,GO:0010252	TO:0006001,TO:0002677,TO:0000163,TO:0000206,TO:0002672	Na
Os01g0764800	LOC_Os01g55940.1	Na	GH3-2, OsGH3.2,OsGH3-2, GH3.2	GO:0051607,GO:0009409,GO:0009651,GO:0010930,GO:0009416,GO:0009733,GO:0010279	TO:0000020,TO:0000303,TO:0006001,TO:0000145,TO:0006032,TO:0000135,TO:0000206,TO:0002672,TO:0000207,TO:0000163	PO:0009049,PO:0025082,PO:0009066,PO:0025007,PO:0009029
Os05g0500900	LOC_Os05g42150.1	Na	 GH3.4,OsGH3-4, OsGH3.4,GH3-4	GO:0009651,GO:0009416,GO:0009733,GO:0016874	TO:0006001	PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os05g0143800	LOC_Os05g05180.2, LOC_Os05g05180.1	Na	GH3-6, GH3.6,OsGH3-6, OsGH3.6	GO:0009651,GO:0009416,GO:0009733,GO:0016874	TO:0006001	Na
Os06g0499500	LOC_Os06g30440.2, LOC_Os06g30440.1	Na	GH3-7,OsGH3-7	GO:0009651,GO:0009416,GO:0009733,GO:0018874,GO:0009816,GO:0016046,GO:0009863	TO:0006001	Na
Os07g0576500	LOC_Os07g38890.1	Na	OsGH3-9,GH3-9	GO:0009651,GO:0009416,GO:0009733,GO:0010279	TO:0006001	Na
Os07g0576100	LOC_Os07g38860.1	Na	indole-3-acetic acid-amido synthetase GH3.10,OsGH3-10,GH3-10	GO:0009651,GO:0009416,GO:0009733,GO:0010279,GO:0016874,GO:0046688	TO:0006001,TO:0000021	Na
Os07g0671500	LOC_Os07g47490.4, LOC_Os07g47490.3, LOC_Os07g47490.2, LOC_Os07g47490.1	Na	 GH3.11,GH3-11, OsGH3.11,OsGH3-11	GO:0009651,GO:0009416,GO:0009733,GO:0009941,GO:0016874	TO:0006001	Na
Os11g0528700	LOC_Os11g32520.1, LOC_Os11g32510.1	Na	 TLD1/OsGH3.13,OsGH3-13,tld1-D, TLD2,INCREASED NUMBER OF TILLERS, ENLARGED LEAF ANGLES AND DWARFISM 1, enlarged leaf angles, OsGH3.13,increased number of tillers, TLD1,TLD1, GH3-13, and dwarfism 1	GO:0009651,GO:0005634,GO:0005737,GO:0009416,GO:0009733,GO:0010279	TO:0006001,TO:0000152,TO:0000346	Na
Os11g0572700	LOC_Os11g36440.1	Na	OsCRTISO, MHZ5/CRTISO,carotenoid isomerase, MHZ5, CRTISO,_,mhz5, mhz5-1, mhz5-2, mhz5-3, mhz5-4	GO:0009723,GO:0016117,GO:0046608,GO:0009693,GO:0009507,GO:0009873,GO:0009738	TO:0000173,TO:0002667	PO:0001031,PO:0007045,PO:0007134,PO:0020033,PO:0009088
Os09g0555500	LOC_Os09g38320.1	Na	 PSY3, OsPSY3, PSY,OsPSY,phytoene synthase 3,_	GO:0016117,GO:0009507,GO:0009688,GO:0016765	TO:0002667	Na
Os01g0202500	LOC_Os01g10580.1	Na	 BBX1,OsBBX1,B-box-containing protein 1, DBB3c, OsDBB3c,_, DOUBLE B-BOX 3c, DOUBLE B-BOX zinc finger gene 3c	GO:0046686,GO:0010045,GO:0010039,GO:0009739,GO:0009751,GO:0009753,GO:0009414,GO:0009409,GO:0009651,GO:0005622,GO:0008270	TO:0000224,TO:0000166,TO:0000172,TO:0000276,TO:0000303,TO:0006001	PO:0025034,PO:0006001,PO:0007616,PO:0007615,PO:0009073,PO:0020104,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os02g0176000	LOC_Os02g07930.1	Na	B-box-containing protein 2, BBX2,OsBBX2,_	GO:0046686,GO:0010045,GO:0010039,GO:0009739,GO:0009751,GO:0009753,GO:0009414,GO:0009409,GO:0009651,GO:0005622,GO:0008270	TO:0000224,TO:0000166,TO:0000172,TO:0000276,TO:0000303,TO:0006001	PO:0025034,PO:0006001,PO:0007616,PO:0007615,PO:0009073,PO:0020104,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os02g0178100	LOC_Os02g08150.1	Na	 BBX3, CO-LIKE and TOC1) domain protein 5, CONSTANS-like gene F, CCT domain-containing gene 5,B-box-containing protein 3,OsBBX3, CCT (CO, CCT05, CCT domain protein 5, OsF, OsCCT05,_	Na	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os02g0606200	LOC_Os02g39360.1	Na	B-box-containing protein 4,OsBBX4, STH, BBX4,_, OsSTH	GO:0005622,GO:0008270	Na	PO:0009049,PO:0025082,PO:0009066,PO:0025007,PO:0009029,PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os02g0646200	LOC_Os02g43170.2, LOC_Os02g43170.1	Na	OsBBX6,B-box-containing protein 6, BBX6,_	GO:0005622,GO:0008270	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os02g0731700	LOC_Os02g49880.1	Na	 \"Grain number, CONSTANS-like 1 protein", plant height, Ghd2,ghd2, BBX8, and heading date2\", CO-LIKE and TOC1) domain protein 9, OsK/Ghd2, CCT (CO, CCT domain protein 9, OsCCT09, OsGhd2, CCT domain-containing gene 9, CCT09,OsBBX8,_,"B-box-containing protein 8, OsK	GO:0046686,GO:0010045,GO:0010039,GO:0009739,GO:0009753,GO:0009409,GO:0009651,GO:0009414,GO:0010150	TO:0000224,TO:0000166,TO:0000172,TO:0000303,TO:0006001,TO:0000276,TO:0000249	PO:0007616,PO:0007615,PO:0009073,PO:0020104,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0001054,PO:0025034,PO:0006001
Os03g0711100	LOC_Os03g50310.1	Na	_, CONSTANS-Like 10, CONSTANS-like 9, CCT14, COL9, CONSTANS-Like 10. CONSTANS-like 9, COL10, CCT (CO, CCT domain protein 14, BBX10,B-box-containing protein 10, CO-LIKE and TOC1) domain protein 14, OsCCT14, OsCOL9, OsJ, OsCOL10,OsBBX10, CCT domain-containing gene 14	GO:0005622,GO:0008270,GO:0005634,GO:0007623,GO:0045893,GO:0048577,GO:0048579,GO:0009723,GO:0009751,GO:0009863,GO:0009873,GO:0050832	TO:0000137,TO:0002616,TO:0000074,TO:0000173,TO:0000447	PO:0009066,PO:0025007,PO:0009029,PO:0009049,PO:0025082,PO:0007616,PO:0007615,PO:0009073,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088,PO:0004006,PO:0025034,PO:0006001
Os04g0493000	LOC_Os04g41560.4, LOC_Os04g41560.2	Na	 BBX11,B-box-containing protein 11, OsSTO, STO,OsBBX11,_	GO:0005622,GO:0008270	Na	PO:0009066,PO:0025007,PO:0009029,PO:0009049,PO:0025082,PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os04g0497700	LOC_Os04g42020.1	Na	 BBX12, CCT domain-containing gene 16, CO-LIKE and TOC1) domain protein 16, OsC, CONSTANS-like protein, CCT domain protein 16, CCT (CO,B-box-containing protein 12, CCT16,OsBBX12, OsCCT16,_, CONSTANS-like gene C	GO:0046686,GO:0010045,GO:0010039,GO:0009753,GO:0009751,GO:0009414,GO:0009409,GO:0009651,GO:0005622,GO:0008270	TO:0000224,TO:0000172,TO:0000276,TO:0000303,TO:0006001	PO:0009049,PO:0025082,PO:0009066,PO:0025007,PO:0009029,PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0020104,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os04g0540200	LOC_Os04g45690.1	Na	B-box-containing protein 13,OsBBX13, BBX13,_	GO:0005622,GO:0008270	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os05g0204600	LOC_Os05g11510.1	Na	OsBBX14, B-box protein 14, DOUBLE B-BOX 3b, DOUBLE B-BOX zinc finger gene 3b,B-box-containing protein 14,_, BBX14, DBB3b, OsDBB3b	GO:0010045,GO:0010039,GO:0009753,GO:0009737,GO:0009414,GO:0009409,GO:0009651,GO:0045893,GO:0031542,GO:0005622,GO:0008270,GO:0005634,GO:0048579,GO:0048577,GO:0007623	TO:0000224,TO:0000615,TO:0000172,TO:0000276,TO:0000303,TO:0006001,TO:0000486,TO:0000071,TO:0000137	PO:0025034,PO:0006001,PO:0020141,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088,PO:0007632,PO:0020103
Os06g0103000	LOC_Os06g01340.1	Na	 BBX15, CCT domain protein 19, CCT19, CCT domain-containing gene 19, OsSTA162, OsCCT19, OsS, STA162, CCT (CO,OsBBX15,B-box-containing protein 15,_, CO-LIKE and TOC1) domain protein 19	GO:0048573	TO:0000137	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009066,PO:0025007,PO:0009029
Os06g0152200	LOC_Os06g05890.1	Na	 BBX16, DOUBLE B-BOX zinc finger gene 3a, DOUBLE B-BOX 3a,OsBBX16,B-box-containing protein 16, OsDBB3a,_, DBB3a	GO:0046686,GO:0010045,GO:0010039,GO:0009414,GO:0009409,GO:0009651,GO:0005622,GO:0008270	TO:0006001,TO:0000303,TO:0000276,TO:0000224	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0020141,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009089,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os06g0264200	LOC_Os06g15330.1	Na	OsBBX17, COL16, CO-LIKE and TOC1) domain protein 20, OsCOL16, BBX17,B-box-containing protein 17, CCT (CO, CCT domain-containing gene 20, CCT domain protein 20, CONSTANS-like protein 16,oscol16, OsCCT20,_, OsL, CCT20	GO:0046686,GO:0010045,GO:0010039,GO:0009739,GO:0009751,GO:0009753,GO:0009414,GO:0009409,GO:0009651,GO:0005622,GO:0008270,GO:0048579,GO:0048577,GO:0007623,GO:0005634,GO:0003700	TO:0000207,TO:0000396,TO:0006001,TO:0000303,TO:0000276,TO:0000166,TO:0000172,TO:0000224	PO:0025034,PO:0006001,PO:0020104,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os06g0298200	LOC_Os06g19444.2, LOC_Os06g19444.1	Na	DTH2-a, DTH2-i, CCT domain-containing gene 22,B-box-containing protein 19,OsBBX19, CCT domain protein 22, BBX19, OsM, OsCCT22, CCT (CO, CO-LIKE and TOC1) domain protein 22, DTH2,_, qDTH-2, CCT22, Days to heading on chromosome 2	GO:0046686,GO:0010045,GO:0010039,GO:0009739,GO:0009751,GO:0009753,GO:0009414,GO:0009409,GO:0009651,GO:0005634,GO:0005886,GO:0008270,GO:0048579	TO:0000224,TO:0000166,TO:0000172,TO:0000276,TO:0000303,TO:0006001	PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os06g0654900	LOC_Os06g44450.1	Na	OsBBX20, BBX20, OsE, CCT domain-containing gene 23, CCT23, CCT (CO,B-box-containing protein 20, CCT domain protein 23, OsCCT23, CO-LIKE and TOC1) domain protein 23, CONSTANS-like gene E,_	GO:0005634	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009049,PO:0025082,PO:0009066,PO:0025007,PO:0009029,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os06g0661200	LOC_Os06g45040.1	Na	B-box-containing protein 21, BBX21,OsBBX21,_	GO:0046686,GO:0010039,GO:0009739,GO:0009751,GO:0009753,GO:0009414,GO:0009409,GO:0009651	TO:0000224,TO:0000166,TO:0000172,TO:0000276,TO:0000303,TO:0006001	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0020141
Os06g0713000	LOC_Os06g49880.2, LOC_Os06g49880.1	Na	 BBX22,B-box-containing protein 22,OsBBX22,_	GO:0005622,GO:0008270	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os07g0667300	LOC_Os07g47140.1	Na	 OsR,B-box-containing protein 23,OsBBX23, OsCCT27, CO-like 13, BBX23, CCT domain-containing gene 27, CCT27, COL13, CCT (CO, CCT domain protein 27, CONSTANS-like 13,oscol13,_, OsCOL13, CO-LIKE and TOC1) domain protein 27	GO:0005622,GO:0008270,GO:0005634,GO:0032922,GO:2000028,GO:0016563	TO:0002616	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001
Os08g0178800	LOC_Os08g08120.3, LOC_Os08g08120.2, LOC_Os08g08120.1	Na	 BBX24,OsBBX24,_,B-box-containing protein 24	GO:0046686,GO:0010045,GO:0010039,GO:0009739,GO:0009753,GO:0009414,GO:0009409,GO:0009651	TO:0000224,TO:0000166,TO:0000172,TO:0000276,TO:0000303,TO:0006001	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0020141,PO:0009006,PO:0025007,PO:0009013,PO:0009011,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088
Os08g0249000	LOC_Os08g15050.1	Na	 OsCCT29, CCT domain protein 29, CONSTANS-like gene G, CCT domain-containing gene 29, OsG, CCT29, CCT (CO,B-box-containing protein 25,OsBBX25,_, BBX25, CO-LIKE and TOC1) domain protein 29	GO:0005622,GO:0008270,GO:0051537	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os08g0536300	LOC_Os08g42440.1	Na	 OsCOL15/OsBBX26, OsO, CO-LIKE and TOC1) domain protein 30, OsCOL15, CONSTANS-like protein 15, CCT domain protein 30, BBX26, CCT (CO, CONSTANS-like transcription factor 15, Hd1-3,oscol15, CCT30,B-box-containing protein 26, OsCCT30, CCT domain-containing gene 30,_,OsBBX26, COL15	GO:0005622,GO:0008270,GO:0048577,GO:0048579,GO:0005634,GO:0045893,GO:0007623	TO:0000137,TO:0002616	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os09g0509700	LOC_Os09g33550.1	Na	_,OsBBX28, CCT32, CCT domain-containing gene 32, CO-LIKE and TOC1) domain protein 32,B-box-containing protein 28, CCT domain protein 32, BBX28, CCT (CO, OsQ, OsCCT32	Na	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001
Os09g0527900	LOC_Os09g35880.1	Na	 BBX29, OsDLN230, OsDBB1,B-box-containing protein 29, DLN motif protein 230, DOUBLE B-BOX 1,OsBBX29, DOUBLE B-BOX zinc finger gene 1, DLN repressor 230,_, DLN230, DBB1	GO:0005622,GO:0008270	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009066,PO:0025007,PO:0009029,PO:0009049,PO:0025082,PO:0009010,PO:0025496,PO:0020003,PO:0009009,PO:0009088,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os12g0209200	LOC_Os12g10660.1	Na	B-box-containing protein 30, BBX30,OsBBX30,_	GO:0005622,GO:0008270	Na	PO:0007616,PO:0007615,PO:0009073,PO:0025034,PO:0006001,PO:0009006,PO:0025007,PO:0009013,PO:0009011
Os03g0351200	LOC_Os03g22780.1	Na	_,824ys, \"3,"Divinyl reductase, 8-divinyl protochlorophyllide a 8-vinyl reductase\"",OsDVR, DVR	GO:0009941,GO:0000166,GO:0051744,GO:0016020	Na	Na
Os03g0230300	LOC_Os03g12820.2, LOC_Os03g12820.1	Na	ossro1c-1, ossro1c-2,SRO protein 1c, SIMILAR to RCD1 c,OsSRO1c, SRO1c,_	GO:0006979,GO:0010119,GO:0009414,GO:0003950	TO:0000276,TO:0000522,TO:0000605,TO:0002657	PO:0000293
